,Unnamed: 0,MTU,Biomass,FossilGas,FossilHardCoal,FossilOil,Solar,Waste,WindOffshore,WindOnshore
0,0,2020-01-01 00:00:00.000,99360.0,20090.0,162360.0,2600.0,0.0,16560.0,1309.0,2805.0
1,1,2020-01-01 01:00:00.000,105800.0,20090.0,153340.0,2600.0,0.0,16790.0,1155.0,2409.0
2,2,2020-01-01 02:00:00.000,94990.0,16660.0,150880.0,2600.0,0.0,16560.0,1056.0,2486.0
3,3,2020-01-01 03:00:00.000,94530.0,15680.0,147600.0,2600.0,0.0,16790.0,1254.0,2629.0
4,4,2020-01-01 04:00:00.000,105340.0,15680.0,150880.0,5200.0,0.0,16100.0,1507.0,2794.0
5,5,2020-01-01 05:00:00.000,94070.0,15680.0,152520.0,7800.0,0.0,14720.0,1584.0,3322.0
6,6,2020-01-01 06:00:00.000,94300.0,15680.0,151700.0,7800.0,0.0,14490.0,1848.0,3619.0
7,7,2020-01-01 07:00:00.000,105800.0,16170.0,154160.0,7800.0,0.0,14720.0,1848.0,3806.0
8,8,2020-01-01 08:00:00.000,110170.0,16660.0,153340.0,7800.0,0.0,14720.0,1639.0,3399.0
9,9,2020-01-01 09:00:00.000,104880.0,16660.0,135300.0,8450.0,270.0,14950.0,1430.0,3476.0
10,10,2020-01-01 10:00:00.000,107180.0,19110.0,142680.0,9100.0,945.0,14950.0,1353.0,3718.0
11,11,2020-01-01 11:00:00.000,107180.0,20580.0,147600.0,9750.0,1440.0,14950.0,1738.0,4433.0
12,12,2020-01-01 12:00:00.000,106030.0,20580.0,144320.0,9750.0,1440.0,14950.0,1661.0,4664.0
13,13,2020-01-01 13:00:00.000,106950.0,21070.0,147600.0,9750.0,1305.0,14950.0,1518.0,4565.0
14,14,2020-01-01 14:00:00.000,108100.0,21070.0,149240.0,9750.0,675.0,14950.0,1419.0,4653.0
15,15,2020-01-01 15:00:00.000,107640.0,20580.0,147600.0,9750.0,135.0,14950.0,1210.0,4576.0
16,16,2020-01-01 16:00:00.000,107640.0,21070.0,153340.0,9750.0,0.0,14950.0,1430.0,4301.0
17,17,2020-01-01 17:00:00.000,97750.0,21070.0,152520.0,9750.0,0.0,14950.0,1529.0,4257.0
18,18,2020-01-01 18:00:00.000,97520.0,18130.0,154980.0,8450.0,0.0,14950.0,1012.0,3773.0
19,19,2020-01-01 19:00:00.000,97750.0,16660.0,158260.0,8450.0,0.0,14260.0,594.0,2871.0
20,20,2020-01-01 20:00:00.000,97060.0,16170.0,145140.0,7800.0,0.0,15640.0,352.0,1914.0
21,21,2020-01-01 21:00:00.000,97750.0,16170.0,150880.0,7800.0,0.0,16330.0,176.0,1551.0
22,22,2020-01-01 22:00:00.000,94760.0,16170.0,145960.0,7800.0,0.0,16330.0,319.0,1793.0
23,23,2020-01-01 23:00:00.000,95220.0,15680.0,145960.0,7800.0,0.0,16330.0,550.0,2112.0
24,24,2020-01-02 00:00:00.000,89700.0,19110.0,136940.0,7800.0,0.0,15180.0,770.0,2409.0
25,25,2020-01-02 01:00:00.000,91770.0,19600.0,120540.0,7800.0,0.0,15410.0,484.0,2387.0
26,26,2020-01-02 02:00:00.000,84410.0,16660.0,114800.0,7800.0,0.0,15180.0,374.0,2354.0
27,27,2020-01-02 03:00:00.000,73600.0,15680.0,113160.0,7800.0,0.0,15410.0,638.0,2508.0
28,28,2020-01-02 04:00:00.000,77280.0,15680.0,112340.0,7800.0,0.0,14950.0,682.0,2574.0
29,29,2020-01-02 05:00:00.000,86250.0,16170.0,114800.0,7800.0,0.0,13570.0,715.0,2904.0
30,30,2020-01-02 06:00:00.000,105110.0,16660.0,116440.0,7800.0,0.0,14720.0,616.0,2871.0
31,31,2020-01-02 07:00:00.000,115920.0,23520.0,130380.0,7800.0,0.0,14720.0,528.0,3080.0
32,32,2020-01-02 08:00:00.000,119140.0,45570.0,134480.0,7800.0,0.0,14720.0,616.0,3388.0
33,33,2020-01-02 09:00:00.000,120750.0,51940.0,145960.0,7800.0,90.0,14490.0,583.0,3366.0
34,34,2020-01-02 10:00:00.000,120980.0,52920.0,156620.0,8450.0,360.0,14950.0,726.0,3289.0
35,35,2020-01-02 11:00:00.000,120520.0,62720.0,182040.0,13000.0,675.0,17250.0,902.0,3124.0
36,36,2020-01-02 12:00:00.000,120750.0,56350.0,161540.0,9750.0,765.0,17020.0,858.0,3179.0
37,37,2020-01-02 13:00:00.000,120520.0,56350.0,164000.0,10400.0,585.0,17480.0,682.0,3300.0
38,38,2020-01-02 14:00:00.000,117300.0,55860.0,161540.0,10400.0,270.0,16560.0,869.0,3399.0
39,39,2020-01-02 15:00:00.000,115460.0,56350.0,160720.0,10400.0,45.0,16330.0,880.0,3223.0
40,40,2020-01-02 16:00:00.000,114080.0,56350.0,158260.0,10400.0,0.0,16330.0,968.0,3091.0
41,41,2020-01-02 17:00:00.000,112700.0,56350.0,156620.0,10400.0,0.0,16330.0,1155.0,3586.0
42,42,2020-01-02 18:00:00.000,114080.0,56840.0,157440.0,10400.0,0.0,16330.0,1540.0,4587.0
43,43,2020-01-02 19:00:00.000,114080.0,56350.0,164820.0,10400.0,0.0,16330.0,2090.0,5313.0
44,44,2020-01-02 20:00:00.000,114310.0,53410.0,162360.0,10400.0,0.0,15180.0,2090.0,5808.0
45,45,2020-01-02 21:00:00.000,101430.0,51940.0,155800.0,9750.0,0.0,14490.0,1914.0,5412.0
46,46,2020-01-02 22:00:00.000,101660.0,25480.0,156620.0,9750.0,0.0,14490.0,2310.0,5808.0
47,47,2020-01-02 23:00:00.000,91310.0,21070.0,159080.0,9750.0,0.0,13800.0,2354.0,5907.0
48,48,2020-01-03 00:00:00.000,62330.0,21070.0,159080.0,9750.0,0.0,12190.0,2321.0,5742.0
49,49,2020-01-03 01:00:00.000,51750.0,20580.0,150060.0,9750.0,0.0,12420.0,2266.0,5687.0
50,50,2020-01-03 02:00:00.000,52440.0,20580.0,148420.0,9750.0,0.0,12420.0,2211.0,5764.0
51,51,2020-01-03 03:00:00.000,52900.0,20580.0,145140.0,9750.0,0.0,12420.0,2343.0,6303.0
52,52,2020-01-03 04:00:00.000,66240.0,20580.0,143500.0,9750.0,0.0,12190.0,2365.0,6545.0
53,53,2020-01-03 05:00:00.000,58650.0,20580.0,132020.0,9750.0,0.0,13110.0,2365.0,5841.0
54,54,2020-01-03 06:00:00.000,77280.0,21070.0,121360.0,10400.0,0.0,15870.0,2365.0,6842.0
55,55,2020-01-03 07:00:00.000,103270.0,33320.0,123000.0,9750.0,0.0,16100.0,2365.0,6864.0
56,56,2020-01-03 08:00:00.000,113160.0,50470.0,135300.0,9750.0,0.0,15870.0,2365.0,6677.0
57,57,2020-01-03 09:00:00.000,113160.0,52430.0,149240.0,9750.0,45.0,15870.0,2343.0,6446.0
58,58,2020-01-03 10:00:00.000,112470.0,54390.0,164000.0,10400.0,135.0,15410.0,2266.0,6259.0
59,59,2020-01-03 11:00:00.000,112930.0,54390.0,164820.0,9750.0,180.0,15410.0,2178.0,6006.0
60,60,2020-01-03 12:00:00.000,112010.0,52430.0,171380.0,10400.0,270.0,15640.0,2112.0,5401.0
61,61,2020-01-03 13:00:00.000,112470.0,54390.0,161540.0,9750.0,270.0,15640.0,2046.0,4565.0
62,62,2020-01-03 14:00:00.000,108330.0,55370.0,166460.0,9750.0,225.0,15410.0,1738.0,3388.0
63,63,2020-01-03 15:00:00.000,107180.0,55860.0,172200.0,9750.0,45.0,15640.0,1507.0,2002.0
64,64,2020-01-03 16:00:00.000,107180.0,55860.0,170560.0,9750.0,0.0,15640.0,957.0,1518.0
65,65,2020-01-03 17:00:00.000,113390.0,55860.0,162360.0,9750.0,0.0,15640.0,407.0,1584.0
66,66,2020-01-03 18:00:00.000,113160.0,55860.0,157440.0,9750.0,0.0,15410.0,352.0,2167.0
67,67,2020-01-03 19:00:00.000,113620.0,55860.0,158260.0,9750.0,0.0,15870.0,627.0,2849.0
68,68,2020-01-03 20:00:00.000,111780.0,25970.0,159080.0,9750.0,0.0,15640.0,1221.0,3564.0
69,69,2020-01-03 21:00:00.000,101660.0,20580.0,155800.0,9750.0,0.0,15640.0,2002.0,4246.0
70,70,2020-01-03 22:00:00.000,100970.0,20580.0,154980.0,7800.0,0.0,15640.0,2134.0,4807.0
71,71,2020-01-03 23:00:00.000,71760.0,21070.0,137760.0,4550.0,0.0,15640.0,2277.0,5775.0
72,72,2020-01-04 00:00:00.000,63250.0,20580.0,136120.0,4550.0,0.0,15640.0,2332.0,5819.0
73,73,2020-01-04 01:00:00.000,55430.0,20580.0,136940.0,4550.0,0.0,15180.0,2343.0,6006.0
74,74,2020-01-04 02:00:00.000,55660.0,20580.0,139400.0,4550.0,0.0,15180.0,2343.0,6259.0
75,75,2020-01-04 03:00:00.000,61640.0,20580.0,141040.0,4550.0,0.0,15410.0,2343.0,6534.0
76,76,2020-01-04 04:00:00.000,60950.0,20580.0,138580.0,4550.0,0.0,15410.0,2343.0,6666.0
77,77,2020-01-04 05:00:00.000,58880.0,21070.0,135300.0,4550.0,0.0,14950.0,2343.0,6952.0
78,78,2020-01-04 06:00:00.000,61180.0,20580.0,132840.0,4550.0,0.0,13340.0,2321.0,6446.0
79,79,2020-01-04 07:00:00.000,63480.0,21070.0,127920.0,5850.0,0.0,13110.0,2332.0,6226.0
80,80,2020-01-04 08:00:00.000,61180.0,21070.0,136120.0,9750.0,0.0,12880.0,2288.0,6765.0
81,81,2020-01-04 09:00:00.000,87630.0,21070.0,145140.0,10400.0,90.0,13110.0,2266.0,6501.0
82,82,2020-01-04 10:00:00.000,109940.0,21070.0,149240.0,9750.0,585.0,12880.0,2211.0,5764.0
83,83,2020-01-04 11:00:00.000,111090.0,21070.0,148420.0,9750.0,2610.0,13110.0,2310.0,5918.0
84,84,2020-01-04 12:00:00.000,110630.0,21070.0,149240.0,10400.0,3420.0,13110.0,2343.0,6952.0
85,85,2020-01-04 13:00:00.000,94760.0,21070.0,137760.0,10400.0,3105.0,13110.0,2343.0,7073.0
86,86,2020-01-04 14:00:00.000,88320.0,21070.0,132020.0,9750.0,1800.0,13110.0,2343.0,7326.0
87,87,2020-01-04 15:00:00.000,97980.0,21070.0,132020.0,9750.0,405.0,13110.0,2343.0,7524.0
88,88,2020-01-04 16:00:00.000,115230.0,21560.0,133660.0,10400.0,0.0,12880.0,2343.0,7227.0
89,89,2020-01-04 17:00:00.000,116380.0,24500.0,150060.0,10400.0,0.0,13340.0,2343.0,6886.0
90,90,2020-01-04 18:00:00.000,116150.0,24990.0,157440.0,9750.0,0.0,13340.0,2343.0,6446.0
91,91,2020-01-04 19:00:00.000,116840.0,24990.0,157440.0,9750.0,0.0,13570.0,2310.0,6039.0
92,92,2020-01-04 20:00:00.000,116150.0,25480.0,156620.0,9750.0,0.0,14950.0,2101.0,4884.0
93,93,2020-01-04 21:00:00.000,116840.0,25480.0,157440.0,10400.0,0.0,14950.0,1914.0,4433.0
94,94,2020-01-04 22:00:00.000,115460.0,22540.0,165640.0,10400.0,0.0,15180.0,1727.0,3344.0
95,95,2020-01-04 23:00:00.000,116610.0,22050.0,165640.0,10400.0,0.0,15410.0,1045.0,2134.0
96,96,2020-01-05 00:00:00.000,112700.0,22050.0,161540.0,10400.0,0.0,12420.0,605.0,1672.0
97,97,2020-01-05 01:00:00.000,115460.0,21560.0,128740.0,10400.0,0.0,12650.0,825.0,1782.0
98,98,2020-01-05 02:00:00.000,114540.0,21560.0,123000.0,10400.0,0.0,13110.0,968.0,1518.0
99,99,2020-01-05 03:00:00.000,106260.0,21560.0,124640.0,10400.0,0.0,13110.0,550.0,1309.0
100,100,2020-01-05 04:00:00.000,101890.0,21560.0,132020.0,10400.0,0.0,13340.0,495.0,1232.0
101,101,2020-01-05 05:00:00.000,101200.0,21560.0,159080.0,10400.0,0.0,12420.0,770.0,1474.0
102,102,2020-01-05 06:00:00.000,96370.0,21560.0,161540.0,9750.0,0.0,11730.0,880.0,1694.0
103,103,2020-01-05 07:00:00.000,103730.0,24990.0,164000.0,9750.0,0.0,11500.0,704.0,1364.0
104,104,2020-01-05 08:00:00.000,106490.0,25970.0,151700.0,9750.0,45.0,11730.0,550.0,1122.0
105,105,2020-01-05 09:00:00.000,115230.0,25480.0,151700.0,10400.0,450.0,13340.0,187.0,737.0
106,106,2020-01-05 10:00:00.000,116150.0,23520.0,164000.0,10400.0,1170.0,13340.0,297.0,869.0
107,107,2020-01-05 11:00:00.000,115690.0,25480.0,164820.0,10400.0,1395.0,13110.0,385.0,1276.0
108,108,2020-01-05 12:00:00.000,115460.0,25970.0,164820.0,10400.0,1485.0,13570.0,550.0,1771.0
109,109,2020-01-05 13:00:00.000,114770.0,25970.0,165640.0,10400.0,1125.0,13800.0,781.0,2189.0
110,110,2020-01-05 14:00:00.000,115690.0,25970.0,165640.0,10400.0,540.0,13340.0,1309.0,2596.0
111,111,2020-01-05 15:00:00.000,116150.0,25970.0,165640.0,10400.0,45.0,13110.0,1760.0,3256.0
112,112,2020-01-05 16:00:00.000,117070.0,25970.0,165640.0,10400.0,0.0,13570.0,1463.0,3806.0
113,113,2020-01-05 17:00:00.000,110170.0,25970.0,158260.0,10400.0,0.0,13340.0,1771.0,4092.0
114,114,2020-01-05 18:00:00.000,108560.0,25970.0,157440.0,10400.0,0.0,13570.0,1991.0,4400.0
115,115,2020-01-05 19:00:00.000,108330.0,25970.0,156620.0,10400.0,0.0,13570.0,2101.0,4620.0
116,116,2020-01-05 20:00:00.000,107870.0,23030.0,154160.0,10400.0,0.0,14720.0,2090.0,4598.0
117,117,2020-01-05 21:00:00.000,94070.0,24010.0,119720.0,10400.0,0.0,14720.0,1991.0,4664.0
118,118,2020-01-05 22:00:00.000,83030.0,23520.0,113980.0,10400.0,0.0,13570.0,1584.0,4532.0
119,119,2020-01-05 23:00:00.000,86480.0,23520.0,116440.0,9750.0,0.0,12190.0,1661.0,4103.0
120,120,2020-01-06 00:00:00.000,85790.0,21070.0,127100.0,10400.0,0.0,12880.0,1408.0,3773.0
121,121,2020-01-06 01:00:00.000,89010.0,21070.0,124640.0,9750.0,0.0,13570.0,1595.0,3773.0
122,122,2020-01-06 02:00:00.000,104190.0,21070.0,118900.0,9750.0,0.0,13800.0,1716.0,4103.0
123,123,2020-01-06 03:00:00.000,100050.0,21560.0,123000.0,10400.0,0.0,14030.0,1749.0,4158.0
124,124,2020-01-06 04:00:00.000,97980.0,21070.0,127920.0,9750.0,0.0,14030.0,1815.0,4367.0
125,125,2020-01-06 05:00:00.000,96600.0,21070.0,126280.0,9750.0,0.0,14030.0,1551.0,4004.0
126,126,2020-01-06 06:00:00.000,112240.0,21070.0,131200.0,9750.0,0.0,14030.0,1672.0,3718.0
127,127,2020-01-06 07:00:00.000,115460.0,25970.0,131200.0,9750.0,0.0,14260.0,1815.0,3685.0
128,128,2020-01-06 08:00:00.000,109940.0,46550.0,132840.0,10400.0,0.0,14030.0,1441.0,3520.0
129,129,2020-01-06 09:00:00.000,105570.0,51940.0,158260.0,10400.0,45.0,13570.0,1364.0,3333.0
130,130,2020-01-06 10:00:00.000,120060.0,54390.0,161540.0,11050.0,225.0,14030.0,1463.0,3124.0
131,131,2020-01-06 11:00:00.000,98440.0,54390.0,161540.0,11050.0,315.0,14490.0,1485.0,3245.0
132,132,2020-01-06 12:00:00.000,97290.0,53900.0,147600.0,11050.0,405.0,13570.0,1386.0,2992.0
133,133,2020-01-06 13:00:00.000,94300.0,54390.0,138580.0,11050.0,270.0,13340.0,913.0,2860.0
134,134,2020-01-06 14:00:00.000,94760.0,54390.0,136940.0,11050.0,90.0,13800.0,847.0,2717.0
135,135,2020-01-06 15:00:00.000,107870.0,53900.0,136120.0,11050.0,45.0,14260.0,726.0,2508.0
136,136,2020-01-06 16:00:00.000,116840.0,53410.0,137760.0,10400.0,0.0,13800.0,671.0,2453.0
137,137,2020-01-06 17:00:00.000,118220.0,56350.0,127920.0,10400.0,0.0,14490.0,759.0,2354.0
138,138,2020-01-06 18:00:00.000,107870.0,55860.0,124640.0,9750.0,0.0,16100.0,1122.0,2486.0
139,139,2020-01-06 19:00:00.000,107640.0,28910.0,119720.0,9750.0,0.0,16560.0,1067.0,2684.0
140,140,2020-01-06 20:00:00.000,105570.0,24500.0,122180.0,9750.0,0.0,16330.0,1111.0,2629.0
141,141,2020-01-06 21:00:00.000,106260.0,21560.0,123820.0,9750.0,0.0,16330.0,1056.0,2684.0
142,142,2020-01-06 22:00:00.000,103040.0,20580.0,124640.0,9750.0,0.0,16560.0,1155.0,2607.0
143,143,2020-01-06 23:00:00.000,93150.0,20580.0,127920.0,9750.0,0.0,16560.0,1320.0,2618.0
144,144,2020-01-07 00:00:00.000,106030.0,20580.0,132840.0,5850.0,0.0,12190.0,1122.0,2607.0
145,145,2020-01-07 01:00:00.000,113850.0,20580.0,127920.0,4550.0,0.0,11270.0,1375.0,2310.0
146,146,2020-01-07 02:00:00.000,107410.0,20580.0,134480.0,4550.0,0.0,11040.0,1320.0,2134.0
147,147,2020-01-07 03:00:00.000,105800.0,20580.0,135300.0,4550.0,0.0,10810.0,836.0,1760.0
148,148,2020-01-07 04:00:00.000,104880.0,20580.0,135300.0,4550.0,0.0,10120.0,528.0,1353.0
149,149,2020-01-07 05:00:00.000,108100.0,21070.0,149240.0,5200.0,0.0,11270.0,473.0,1507.0
150,150,2020-01-07 06:00:00.000,118220.0,21560.0,176300.0,5200.0,0.0,11960.0,451.0,1606.0
151,151,2020-01-07 07:00:00.000,119830.0,42630.0,176300.0,5850.0,0.0,11960.0,539.0,1903.0
152,152,2020-01-07 08:00:00.000,120520.0,60760.0,178760.0,6500.0,0.0,11730.0,891.0,2574.0
153,153,2020-01-07 09:00:00.000,120980.0,63700.0,185320.0,7150.0,90.0,13110.0,1815.0,3256.0
154,154,2020-01-07 10:00:00.000,123740.0,64190.0,182860.0,7800.0,315.0,14030.0,1837.0,3344.0
155,155,2020-01-07 11:00:00.000,125350.0,64190.0,159080.0,12350.0,540.0,17250.0,1914.0,3608.0
156,156,2020-01-07 12:00:00.000,124660.0,59780.0,142680.0,11050.0,630.0,17250.0,1815.0,3465.0
157,157,2020-01-07 13:00:00.000,120290.0,53900.0,132840.0,26000.0,720.0,16790.0,1067.0,2640.0
158,158,2020-01-07 14:00:00.000,114080.0,27930.0,132020.0,9750.0,405.0,17020.0,935.0,2684.0
159,159,2020-01-07 15:00:00.000,119830.0,25970.0,131200.0,10400.0,135.0,17480.0,979.0,2992.0
160,160,2020-01-07 16:00:00.000,120520.0,25970.0,132020.0,10400.0,0.0,17020.0,1265.0,3861.0
161,161,2020-01-07 17:00:00.000,115690.0,26950.0,133660.0,11050.0,0.0,17250.0,1540.0,4290.0
162,162,2020-01-07 18:00:00.000,101890.0,27440.0,134480.0,11050.0,0.0,17250.0,1474.0,4708.0
163,163,2020-01-07 19:00:00.000,101200.0,26950.0,132020.0,11050.0,0.0,17020.0,2112.0,5082.0
164,164,2020-01-07 20:00:00.000,92690.0,24010.0,128740.0,11050.0,0.0,16560.0,2332.0,5434.0
165,165,2020-01-07 21:00:00.000,100970.0,23030.0,141040.0,11050.0,0.0,16560.0,2343.0,5896.0
166,166,2020-01-07 22:00:00.000,94300.0,23030.0,150880.0,11050.0,0.0,14030.0,2343.0,6061.0
167,167,2020-01-07 23:00:00.000,87630.0,23030.0,154980.0,10400.0,0.0,13570.0,2343.0,6358.0
168,168,2020-01-08 00:00:00.000,60490.0,23520.0,154160.0,5850.0,0.0,13800.0,2343.0,6721.0
169,169,2020-01-08 01:00:00.000,57040.0,23520.0,139400.0,5850.0,0.0,13800.0,2343.0,7062.0
170,170,2020-01-08 02:00:00.000,57270.0,23520.0,137760.0,5850.0,0.0,14030.0,2343.0,6996.0
171,171,2020-01-08 03:00:00.000,57960.0,23520.0,145960.0,5850.0,0.0,13800.0,2343.0,6622.0
172,172,2020-01-08 04:00:00.000,56810.0,23520.0,139400.0,5850.0,0.0,13800.0,2343.0,6512.0
173,173,2020-01-08 05:00:00.000,61640.0,25480.0,149240.0,6500.0,0.0,14030.0,2288.0,6545.0
174,174,2020-01-08 06:00:00.000,61870.0,27440.0,157440.0,7800.0,0.0,14030.0,2310.0,6710.0
175,175,2020-01-08 07:00:00.000,74520.0,26460.0,141860.0,7800.0,0.0,14030.0,2299.0,6270.0
176,176,2020-01-08 08:00:00.000,77280.0,26460.0,141860.0,11050.0,0.0,13110.0,2266.0,5885.0
177,177,2020-01-08 09:00:00.000,80960.0,26950.0,141040.0,12350.0,45.0,12420.0,2200.0,5544.0
178,178,2020-01-08 10:00:00.000,77050.0,27930.0,150060.0,13000.0,180.0,12650.0,2277.0,4862.0
179,179,2020-01-08 11:00:00.000,76360.0,31850.0,160720.0,14950.0,450.0,12650.0,2277.0,5005.0
180,180,2020-01-08 12:00:00.000,97520.0,32340.0,172200.0,14950.0,675.0,13110.0,2123.0,4719.0
181,181,2020-01-08 13:00:00.000,91540.0,34790.0,166460.0,14950.0,675.0,15410.0,1903.0,4587.0
182,182,2020-01-08 14:00:00.000,89240.0,35280.0,161540.0,14950.0,630.0,17480.0,1661.0,4488.0
183,183,2020-01-08 15:00:00.000,92690.0,36750.0,163180.0,15600.0,180.0,17250.0,1672.0,4213.0
184,184,2020-01-08 16:00:00.000,98900.0,36260.0,166460.0,15600.0,0.0,17480.0,2145.0,4004.0
185,185,2020-01-08 17:00:00.000,112470.0,37240.0,182040.0,15600.0,0.0,17480.0,1991.0,3465.0
186,186,2020-01-08 18:00:00.000,111090.0,37240.0,186960.0,15600.0,0.0,17710.0,1826.0,3344.0
187,187,2020-01-08 19:00:00.000,107410.0,37240.0,186960.0,15600.0,0.0,17710.0,1430.0,3069.0
188,188,2020-01-08 20:00:00.000,97290.0,33320.0,164820.0,15600.0,0.0,17480.0,1419.0,2706.0
189,189,2020-01-08 21:00:00.000,100740.0,31360.0,164000.0,14950.0,0.0,17480.0,1034.0,2464.0
190,190,2020-01-08 22:00:00.000,94300.0,31360.0,158260.0,14950.0,0.0,17710.0,792.0,2398.0
191,191,2020-01-08 23:00:00.000,104880.0,31360.0,145960.0,14950.0,0.0,17480.0,660.0,1958.0
192,192,2020-01-09 00:00:00.000,94990.0,22050.0,148420.0,14950.0,0.0,17250.0,561.0,1859.0
193,193,2020-01-09 01:00:00.000,93610.0,21070.0,143500.0,14950.0,0.0,16560.0,418.0,1727.0
194,194,2020-01-09 02:00:00.000,89470.0,21070.0,143500.0,14300.0,0.0,16100.0,319.0,1397.0
195,195,2020-01-09 03:00:00.000,91310.0,21070.0,141040.0,14300.0,0.0,16330.0,154.0,880.0
196,196,2020-01-09 04:00:00.000,84180.0,21560.0,138580.0,14300.0,0.0,16330.0,55.0,660.0
197,197,2020-01-09 05:00:00.000,90390.0,21560.0,134480.0,14300.0,0.0,16790.0,88.0,440.0
198,198,2020-01-09 06:00:00.000,110860.0,22050.0,177120.0,14950.0,0.0,16330.0,77.0,539.0
199,199,2020-01-09 07:00:00.000,118450.0,36260.0,192700.0,15600.0,0.0,15870.0,209.0,715.0
200,200,2020-01-09 08:00:00.000,55890.0,65660.0,192700.0,16250.0,0.0,16790.0,330.0,726.0
201,201,2020-01-09 09:00:00.000,55430.0,76930.0,205000.0,16250.0,45.0,17250.0,726.0,1177.0
202,202,2020-01-09 10:00:00.000,64630.0,60270.0,202540.0,15600.0,180.0,16100.0,1045.0,1892.0
203,203,2020-01-09 11:00:00.000,92000.0,56840.0,189420.0,14300.0,270.0,15640.0,1199.0,2585.0
204,204,2020-01-09 12:00:00.000,99820.0,56840.0,187780.0,14300.0,180.0,17250.0,1958.0,3443.0
205,205,2020-01-09 13:00:00.000,104880.0,54880.0,189420.0,14950.0,180.0,16330.0,2255.0,3927.0
206,206,2020-01-09 14:00:00.000,110170.0,52920.0,187780.0,14950.0,90.0,16560.0,2222.0,4202.0
207,207,2020-01-09 15:00:00.000,103270.0,51450.0,184500.0,14950.0,0.0,17250.0,2222.0,4543.0
208,208,2020-01-09 16:00:00.000,113390.0,51450.0,183680.0,14300.0,0.0,17020.0,2255.0,4972.0
209,209,2020-01-09 17:00:00.000,121900.0,51940.0,182040.0,14300.0,0.0,16560.0,2299.0,5346.0
210,210,2020-01-09 18:00:00.000,122130.0,51940.0,180400.0,14300.0,0.0,16790.0,2332.0,4675.0
211,211,2020-01-09 19:00:00.000,112010.0,51450.0,180400.0,14300.0,0.0,16790.0,2310.0,4411.0
212,212,2020-01-09 20:00:00.000,94070.0,25480.0,177120.0,13650.0,0.0,16790.0,2233.0,4257.0
213,213,2020-01-09 21:00:00.000,88320.0,21070.0,142680.0,11700.0,0.0,16560.0,2244.0,3927.0
214,214,2020-01-09 22:00:00.000,88780.0,15680.0,125460.0,7150.0,0.0,16330.0,2266.0,3498.0
215,215,2020-01-09 23:00:00.000,88090.0,13720.0,120540.0,5850.0,0.0,16330.0,2002.0,2882.0
216,216,2020-01-10 00:00:00.000,93610.0,17640.0,137760.0,7800.0,0.0,16330.0,1111.0,2255.0
217,217,2020-01-10 01:00:00.000,88090.0,19600.0,156620.0,8450.0,0.0,16560.0,550.0,1716.0
218,218,2020-01-10 02:00:00.000,82340.0,20090.0,154980.0,8450.0,0.0,16560.0,1056.0,1518.0
219,219,2020-01-10 03:00:00.000,94760.0,21070.0,160720.0,9100.0,0.0,16330.0,1100.0,1199.0
220,220,2020-01-10 04:00:00.000,84180.0,21560.0,151700.0,9100.0,0.0,16790.0,1265.0,803.0
221,221,2020-01-10 05:00:00.000,82800.0,21560.0,149240.0,9750.0,0.0,16560.0,946.0,539.0
222,222,2020-01-10 06:00:00.000,94300.0,22050.0,169740.0,9750.0,0.0,16560.0,1914.0,462.0
223,223,2020-01-10 07:00:00.000,130870.0,22540.0,181220.0,9750.0,0.0,16790.0,451.0,451.0
224,224,2020-01-10 08:00:00.000,145360.0,22050.0,177940.0,9750.0,0.0,16790.0,22.0,528.0
225,225,2020-01-10 09:00:00.000,140300.0,47530.0,182040.0,13650.0,45.0,17480.0,187.0,528.0
226,226,2020-01-10 10:00:00.000,125350.0,57820.0,150880.0,16250.0,180.0,17710.0,418.0,484.0
227,227,2020-01-10 11:00:00.000,141450.0,58800.0,147600.0,40300.0,360.0,19780.0,1397.0,759.0
228,228,2020-01-10 12:00:00.000,140990.0,57330.0,149240.0,49400.0,270.0,19320.0,1980.0,902.0
229,229,2020-01-10 13:00:00.000,129030.0,46060.0,166460.0,14950.0,270.0,17480.0,2079.0,1133.0
230,230,2020-01-10 14:00:00.000,118220.0,39200.0,178760.0,14300.0,225.0,17710.0,1430.0,1342.0
231,231,2020-01-10 15:00:00.000,112930.0,22540.0,146780.0,14300.0,90.0,17940.0,1056.0,2464.0
232,232,2020-01-10 16:00:00.000,115690.0,21560.0,142680.0,14950.0,0.0,18170.0,1067.0,3531.0
233,233,2020-01-10 17:00:00.000,116840.0,21560.0,142680.0,14950.0,0.0,17940.0,1870.0,4532.0
234,234,2020-01-10 18:00:00.000,98670.0,21560.0,145960.0,14950.0,0.0,17940.0,2079.0,4554.0
235,235,2020-01-10 19:00:00.000,114540.0,22050.0,178760.0,14950.0,0.0,17710.0,1639.0,3718.0
236,236,2020-01-10 20:00:00.000,113390.0,22540.0,182040.0,14950.0,0.0,17940.0,1386.0,3465.0
237,237,2020-01-10 21:00:00.000,113620.0,22050.0,186140.0,14950.0,0.0,17940.0,1430.0,3388.0
238,238,2020-01-10 22:00:00.000,109250.0,21070.0,177120.0,14300.0,0.0,17940.0,1837.0,3047.0
239,239,2020-01-10 23:00:00.000,110630.0,21560.0,137760.0,14300.0,0.0,18170.0,1672.0,2442.0
240,240,2020-01-11 00:00:00.000,108560.0,21560.0,132020.0,14300.0,0.0,17940.0,1364.0,1826.0
