"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"BZN|DK2","07.12.2020 14:00 - 07.12.2020 15:00 (CET)","389","n/e","n/e","47","116","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1","59","349","424"
"BZN|DK2","07.12.2020 15:00 - 07.12.2020 16:00 (CET)","386","n/e","n/e","62","141","23","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","62","332","459"
"BZN|DK2","07.12.2020 16:00 - 07.12.2020 17:00 (CET)","412","n/e","n/e","58","133","21","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","60","308","405"
"BZN|DK2","07.12.2020 17:00 - 07.12.2020 18:00 (CET)","415","n/e","n/e","73","152","26","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","61","192","406"
"BZN|DK2","07.12.2020 18:00 - 07.12.2020 19:00 (CET)","420","n/e","n/e","77","151","27","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","56","122","329"
"BZN|DK2","07.12.2020 19:00 - 07.12.2020 20:00 (CET)","420","n/e","n/e","76","134","27","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","54","162","297"
"BZN|DK2","07.12.2020 20:00 - 07.12.2020 21:00 (CET)","419","n/e","n/e","78","121","28","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","54","128","217"
"BZN|DK2","07.12.2020 21:00 - 07.12.2020 22:00 (CET)","416","n/e","n/e","77","113","27","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","54","127","172"
"BZN|DK2","07.12.2020 22:00 - 07.12.2020 23:00 (CET)","349","n/e","n/e","77","113","27","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","54","97","135"
"BZN|DK2","07.12.2020 23:00 - 08.12.2020 00:00 (CET)","347","n/e","n/e","76","111","27","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","61","69","104"
"BZN|DK2","08.12.2020 00:00 - 08.12.2020 01:00 (CET)","344","n/e","n/e","75","110","21","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","79","71","94"
"BZN|DK2","08.12.2020 01:00 - 08.12.2020 02:00 (CET)","284","n/e","n/e","70","102","16","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","79","57","90"
"BZN|DK2","08.12.2020 02:00 - 08.12.2020 03:00 (CET)","281","n/e","n/e","73","106","17","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","80","53","75"
"BZN|DK2","08.12.2020 03:00 - 08.12.2020 04:00 (CET)","301","n/e","n/e","75","110","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","80","35","60"
"BZN|DK2","08.12.2020 04:00 - 08.12.2020 05:00 (CET)","362","n/e","n/e","74","109","17","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","79","49","59"
"BZN|DK2","08.12.2020 05:00 - 08.12.2020 06:00 (CET)","363","n/e","n/e","70","109","16","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","79","42","63"
"BZN|DK2","08.12.2020 06:00 - 08.12.2020 07:00 (CET)","364","n/e","n/e","76","158","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","80","25","71"
"BZN|DK2","08.12.2020 07:00 - 08.12.2020 08:00 (CET)","431","n/e","n/e","116","171","20","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","79","5","53"
"BZN|DK2","08.12.2020 08:00 - 08.12.2020 09:00 (CET)","438","n/e","n/e","192","182","29","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","81","9","45"
"BZN|DK2","08.12.2020 09:00 - 08.12.2020 10:00 (CET)","407","n/e","n/e","169","180","30","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1","77","18","43"
"BZN|DK2","08.12.2020 10:00 - 08.12.2020 11:00 (CET)","380","n/e","n/e","135","138","22","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","4","71","18","47"
"BZN|DK2","08.12.2020 11:00 - 08.12.2020 12:00 (CET)","411","n/e","n/e","136","140","22","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","6","76","20","43"
"BZN|DK2","08.12.2020 12:00 - 08.12.2020 13:00 (CET)","439","n/e","n/e","166","180","30","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8","82","17","36"
"BZN|DK2","08.12.2020 13:00 - 08.12.2020 14:00 (CET)","436","n/e","n/e","176","169","28","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7","81","18","38"
"BZN|DK2","08.12.2020 14:00 - 08.12.2020 15:00 (CET)","436","n/e","n/e","214","186","31","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3","82","11","45"
"BZN|DK2","08.12.2020 15:00 - 08.12.2020 16:00 (CET)","436","n/e","n/e","187","153","25","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1","79","21","48"
"BZN|DK2","08.12.2020 16:00 - 08.12.2020 17:00 (CET)","436","n/e","n/e","178","155","25","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","80","36","51"
"BZN|DK2","08.12.2020 17:00 - 08.12.2020 18:00 (CET)","415","n/e","n/e","154","155","25","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","80","46","55"
"BZN|DK2","08.12.2020 18:00 - 08.12.2020 19:00 (CET)","419","n/e","n/e","145","156","25","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","79","56","81"
"BZN|DK2","08.12.2020 19:00 - 08.12.2020 20:00 (CET)","420","n/e","n/e","146","157","26","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","80","49","91"
"BZN|DK2","08.12.2020 20:00 - 08.12.2020 21:00 (CET)","412","n/e","n/e","147","156","26","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","80","40","93"
"BZN|DK2","08.12.2020 21:00 - 08.12.2020 22:00 (CET)","413","n/e","n/e","101","152","25","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","78","41","91"
"BZN|DK2","08.12.2020 22:00 - 08.12.2020 23:00 (CET)","423","n/e","n/e","68","143","22","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","79","52","87"
"BZN|DK2","08.12.2020 23:00 - 09.12.2020 00:00 (CET)","413","n/e","n/e","62","140","21","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","80","38","73"
"BZN|DK2","09.12.2020 00:00 - 09.12.2020 01:00 (CET)","415","n/e","n/e","61","124","13","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","78","44","57"
"BZN|DK2","09.12.2020 01:00 - 09.12.2020 02:00 (CET)","418","n/e","n/e","58","116","12","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","79","40","59"
"BZN|DK2","09.12.2020 02:00 - 09.12.2020 03:00 (CET)","420","n/e","n/e","60","120","13","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","79","33","56"
"BZN|DK2","09.12.2020 03:00 - 09.12.2020 04:00 (CET)","420","n/e","n/e","59","118","12","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","79","54","61"
"BZN|DK2","09.12.2020 04:00 - 09.12.2020 05:00 (CET)","419","n/e","n/e","57","116","12","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","79","86","85"
"BZN|DK2","09.12.2020 05:00 - 09.12.2020 06:00 (CET)","419","n/e","n/e","57","122","12","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","79","56","87"
"BZN|DK2","09.12.2020 06:00 - 09.12.2020 07:00 (CET)","426","n/e","n/e","62","139","13","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","79","59","97"
"BZN|DK2","09.12.2020 07:00 - 09.12.2020 08:00 (CET)","434","n/e","n/e","78","152","15","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","79","72","107"
"BZN|DK2","09.12.2020 08:00 - 09.12.2020 09:00 (CET)","436","n/e","n/e","81","156","22","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","78","47","81"
"BZN|DK2","09.12.2020 09:00 - 09.12.2020 10:00 (CET)","436","n/e","n/e","83","160","25","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1","77","64","89"
"BZN|DK2","09.12.2020 10:00 - 09.12.2020 11:00 (CET)","435","n/e","n/e","89","125","17","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","4","71","84","93"
"BZN|DK2","09.12.2020 11:00 - 09.12.2020 12:00 (CET)","439","n/e","n/e","114","125","19","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","5","71","66","93"
"BZN|DK2","09.12.2020 12:00 - 09.12.2020 13:00 (CET)","441","n/e","n/e","107","129","19","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","5","71","45","97"
"BZN|DK2","09.12.2020 13:00 - 09.12.2020 14:00 (CET)","433","n/e","n/e","97","124","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3","69","46","88"
"BZN|DK2","09.12.2020 14:00 - 09.12.2020 15:00 (CET)","433","n/e","n/e","65","114","16","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1","74","52","93"
"BZN|DK2","09.12.2020 15:00 - 09.12.2020 16:00 (CET)","430","n/e","n/e","58","114","16","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","75","52","106"
"BZN|DK2","09.12.2020 16:00 - 09.12.2020 17:00 (CET)","435","n/e","n/e","60","116","17","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","73","60","112"
"BZN|DK2","09.12.2020 17:00 - 09.12.2020 18:00 (CET)","422","n/e","n/e","73","135","20","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","74","70","116"
"BZN|DK2","09.12.2020 18:00 - 09.12.2020 19:00 (CET)","434","n/e","n/e","118","179","29","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","78","70","114"
"BZN|DK2","09.12.2020 19:00 - 09.12.2020 20:00 (CET)","432","n/e","n/e","138","168","27","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","78","55","95"
"BZN|DK2","09.12.2020 20:00 - 09.12.2020 21:00 (CET)","436","n/e","n/e","141","165","26","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","78","57","83"
"BZN|DK2","09.12.2020 21:00 - 09.12.2020 22:00 (CET)","436","n/e","n/e","109","146","23","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","77","54","87"
"BZN|DK2","09.12.2020 22:00 - 09.12.2020 23:00 (CET)","429","n/e","n/e","82","141","22","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","77","61","94"
"BZN|DK2","09.12.2020 23:00 - 10.12.2020 00:00 (CET)","356","n/e","n/e","62","130","21","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","76","56","105"
"BZN|DK2","10.12.2020 00:00 - 10.12.2020 01:00 (CET)","348","n/e","n/e","59","117","21","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","67","49","102"
"BZN|DK2","10.12.2020 01:00 - 10.12.2020 02:00 (CET)","348","n/e","n/e","58","116","20","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","61","47","95"
"BZN|DK2","10.12.2020 02:00 - 10.12.2020 03:00 (CET)","348","n/e","n/e","59","117","20","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","60","40","106"
"BZN|DK2","10.12.2020 03:00 - 10.12.2020 04:00 (CET)","346","n/e","n/e","58","118","20","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","60","55","107"
"BZN|DK2","10.12.2020 04:00 - 10.12.2020 05:00 (CET)","345","n/e","n/e","58","126","20","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","63","48","100"
"BZN|DK2","10.12.2020 05:00 - 10.12.2020 06:00 (CET)","364","n/e","n/e","58","132","20","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","70","61","119"
"BZN|DK2","10.12.2020 06:00 - 10.12.2020 07:00 (CET)","366","n/e","n/e","62","138","21","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","77","67","129"
"BZN|DK2","10.12.2020 07:00 - 10.12.2020 08:00 (CET)","373","n/e","n/e","113","149","23","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","76","87","140"
"BZN|DK2","10.12.2020 08:00 - 10.12.2020 09:00 (CET)","431","n/e","n/e","181","182","30","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","79","85","163"
"BZN|DK2","10.12.2020 09:00 - 10.12.2020 10:00 (CET)","433","n/e","n/e","196","186","30","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","78","81","168"
"BZN|DK2","10.12.2020 10:00 - 10.12.2020 11:00 (CET)","432","n/e","n/e","199","184","30","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1","79","105","146"
"BZN|DK2","10.12.2020 11:00 - 10.12.2020 12:00 (CET)","434","n/e","n/e","202","187","31","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3","78","84","139"
"BZN|DK2","10.12.2020 12:00 - 10.12.2020 13:00 (CET)","435","n/e","n/e","255","188","43","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3","80","66","104"
"BZN|DK2","10.12.2020 13:00 - 10.12.2020 14:00 (CET)","435","n/e","n/e","170","113","17","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3","75","57","88"
"BZN|DK2","10.12.2020 14:00 - 10.12.2020 15:00 (CET)","437","n/e","n/e","160","110","17","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1","74","52","83"
"BZN|DK2","10.12.2020 15:00 - 10.12.2020 16:00 (CET)","433","n/e","n/e","163","110","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","75","70","91"
"BZN|DK2","10.12.2020 16:00 - 10.12.2020 17:00 (CET)","436","n/e","n/e","189","152","25","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","76","63","90"
"BZN|DK2","10.12.2020 17:00 - 10.12.2020 18:00 (CET)","481","n/e","n/e","176","128","21","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","73","76","86"
"BZN|DK2","10.12.2020 18:00 - 10.12.2020 19:00 (CET)","512","n/e","n/e","166","113","18","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","63","88","81"
"BZN|DK2","10.12.2020 19:00 - 10.12.2020 20:00 (CET)","525","n/e","n/e","177","139","22","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","58","95","90"
"BZN|DK2","10.12.2020 20:00 - 10.12.2020 21:00 (CET)","528","n/e","n/e","184","154","25","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","59","103","93"
"BZN|DK2","10.12.2020 21:00 - 10.12.2020 22:00 (CET)","524","n/e","n/e","120","149","25","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","58","81","82"
"BZN|DK2","10.12.2020 22:00 - 10.12.2020 23:00 (CET)","522","n/e","n/e","108","147","24","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","58","54","77"
"BZN|DK2","10.12.2020 23:00 - 11.12.2020 00:00 (CET)","515","n/e","n/e","103","139","23","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","58","46","60"
"BZN|DK2","11.12.2020 00:00 - 11.12.2020 01:00 (CET)","447","n/e","n/e","94","138","15","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","56","49","53"
"BZN|DK2","11.12.2020 01:00 - 11.12.2020 02:00 (CET)","381","n/e","n/e","88","132","14","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","51","59","67"
"BZN|DK2","11.12.2020 02:00 - 11.12.2020 03:00 (CET)","376","n/e","n/e","88","114","14","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","51","72","89"
"BZN|DK2","11.12.2020 03:00 - 11.12.2020 04:00 (CET)","375","n/e","n/e","88","99","14","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","46","84","104"
"BZN|DK2","11.12.2020 04:00 - 11.12.2020 05:00 (CET)","374","n/e","n/e","88","93","14","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","43","93","99"
"BZN|DK2","11.12.2020 05:00 - 11.12.2020 06:00 (CET)","386","n/e","n/e","91","120","15","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","47","115","129"
"BZN|DK2","11.12.2020 06:00 - 11.12.2020 07:00 (CET)","448","n/e","n/e","99","139","17","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","58","142","148"
"BZN|DK2","11.12.2020 07:00 - 11.12.2020 08:00 (CET)","444","n/e","n/e","135","155","22","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","60","175","177"
"BZN|DK2","11.12.2020 08:00 - 11.12.2020 09:00 (CET)","442","n/e","n/e","169","161","27","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","59","177","202"
"BZN|DK2","11.12.2020 09:00 - 11.12.2020 10:00 (CET)","488","n/e","n/e","183","179","30","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1","60","173","215"
"BZN|DK2","11.12.2020 10:00 - 11.12.2020 11:00 (CET)","519","n/e","n/e","183","186","31","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3","60","163","211"
"BZN|DK2","11.12.2020 11:00 - 11.12.2020 12:00 (CET)","599","n/e","n/e","157","143","23","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","6","57","185","215"
"BZN|DK2","11.12.2020 12:00 - 11.12.2020 13:00 (CET)","625","n/e","n/e","151","132","21","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7","66","197","223"
"BZN|DK2","11.12.2020 13:00 - 11.12.2020 14:00 (CET)","401","n/e","n/e","186","184","31","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","5","77","157","206"
"BZN|DK2","11.12.2020 14:00 - 11.12.2020 15:00 (CET)","434","n/e","n/e","240","196","33","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1","82","187","228"
"BZN|DK2","11.12.2020 15:00 - 11.12.2020 16:00 (CET)","466","n/e","n/e","200","127","25","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","77","220","255"
"BZN|DK2","11.12.2020 16:00 - 11.12.2020 17:00 (CET)","605","n/e","n/e","228","174","42","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","81","252","261"
"BZN|DK2","11.12.2020 17:00 - 11.12.2020 18:00 (CET)","650","n/e","n/e","228","179","30","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","81","300","279"
"BZN|DK2","11.12.2020 18:00 - 11.12.2020 19:00 (CET)","574","n/e","n/e","201","176","29","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","80","325","291"
"BZN|DK2","11.12.2020 19:00 - 11.12.2020 20:00 (CET)","568","n/e","n/e","143","171","28","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","80","312","307"
"BZN|DK2","11.12.2020 20:00 - 11.12.2020 21:00 (CET)","548","n/e","n/e","101","160","26","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","77","290","296"
"BZN|DK2","11.12.2020 21:00 - 11.12.2020 22:00 (CET)","544","n/e","n/e","74","153","25","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","66","301","278"
"BZN|DK2","11.12.2020 22:00 - 11.12.2020 23:00 (CET)","439","n/e","n/e","73","154","25","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","62","275","273"
"BZN|DK2","11.12.2020 23:00 - 12.12.2020 00:00 (CET)","431","n/e","n/e","73","154","25","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","61","220","250"
"BZN|DK2","12.12.2020 00:00 - 12.12.2020 01:00 (CET)","372","n/e","n/e","73","152","25","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","60","153","212"
"BZN|DK2","12.12.2020 01:00 - 12.12.2020 02:00 (CET)","320","n/e","n/e","74","135","25","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","61","191","191"
"BZN|DK2","12.12.2020 02:00 - 12.12.2020 03:00 (CET)","277","n/e","n/e","73","131","25","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","61","168","173"
"BZN|DK2","12.12.2020 03:00 - 12.12.2020 04:00 (CET)","257","n/e","n/e","73","131","25","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","61","151","191"
"BZN|DK2","12.12.2020 04:00 - 12.12.2020 05:00 (CET)","261","n/e","n/e","73","134","25","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","60","201","189"
"BZN|DK2","12.12.2020 05:00 - 12.12.2020 06:00 (CET)","260","n/e","n/e","75","158","26","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","60","302","191"
"BZN|DK2","12.12.2020 06:00 - 12.12.2020 07:00 (CET)","298","n/e","n/e","87","179","29","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","62","278","172"
"BZN|DK2","12.12.2020 07:00 - 12.12.2020 08:00 (CET)","383","n/e","n/e","88","181","30","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","62","256","144"
"BZN|DK2","12.12.2020 08:00 - 12.12.2020 09:00 (CET)","392","n/e","n/e","90","184","30","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","62","217","166"
"BZN|DK2","12.12.2020 09:00 - 12.12.2020 10:00 (CET)","396","n/e","n/e","92","186","32","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2","62","240","156"
"BZN|DK2","12.12.2020 10:00 - 12.12.2020 11:00 (CET)","495","n/e","n/e","127","182","31","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","5","67","250","149"
"BZN|DK2","12.12.2020 11:00 - 12.12.2020 12:00 (CET)","548","n/e","n/e","132","154","26","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8","78","244","157"
"BZN|DK2","12.12.2020 12:00 - 12.12.2020 13:00 (CET)","541","n/e","n/e","125","146","24","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10","79","200","171"
"BZN|DK2","12.12.2020 13:00 - 12.12.2020 14:00 (CET)","556","n/e","n/e","115","141","23","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9","78","145","154"
"BZN|DK2","12.12.2020 14:00 - 12.12.2020 15:00 (CET)","539","n/e","n/e","94","157","26","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","4","80","100","130"
"BZN|DK2","12.12.2020 15:00 - 12.12.2020 16:00 (CET)","526","n/e","n/e","98","176","30","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1","80","110","126"
"BZN|DK2","12.12.2020 16:00 - 12.12.2020 17:00 (CET)","513","n/e","n/e","109","195","34","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","82","128","132"
"BZN|DK2","12.12.2020 17:00 - 12.12.2020 18:00 (CET)","571","n/e","n/e","112","190","35","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","83","129","136"
"BZN|DK2","12.12.2020 18:00 - 12.12.2020 19:00 (CET)","581","n/e","n/e","113","176","35","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","83","125","119"
"BZN|DK2","12.12.2020 19:00 - 12.12.2020 20:00 (CET)","567","n/e","n/e","112","165","35","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","82","114","117"
